exam_type,year,subject,section,topic,question_number,question_text,option_A,option_B,option_C,option_D,correct_answer,theory_answer_guide,marks_allocated,difficulty_level,explanation
NECO,2020,Physics,Objective,Heat,2,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Objective,Heat,3,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Objective,Heat,4,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Objective,Heat,5,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Objective,Heat,6,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Objective,Heat,7,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Objective,Heat,8,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Objective,Heat,9,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Objective,Heat,10,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2020,Physics,Theory,Optics,1,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),17,Easy,Current through conductor is directly proportional to voltage.
NECO,2020,Physics,Theory,Optics,2,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),12,Easy,Current through conductor is directly proportional to voltage.
NECO,2020,Physics,Theory,Optics,3,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),16,Easy,Current through conductor is directly proportional to voltage.
NECO,2020,Physics,Theory,Optics,4,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),10,Easy,Current through conductor is directly proportional to voltage.
NECO,2020,Physics,Theory,Optics,5,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),14,Easy,Current through conductor is directly proportional to voltage.
NECO,2020,Physics,Practical,Mechanics,1,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,22,Moderate,Award marks for accuracy and graph plotting.
NECO,2020,Physics,Practical,Mechanics,2,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,18,Moderate,Award marks for accuracy and graph plotting.
NECO,2020,Physics,Practical,Mechanics,3,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,24,Moderate,Award marks for accuracy and graph plotting.
NECO,2020,Economics,Objective,Demand & Supply,1,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,2,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,3,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,4,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,5,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,6,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,7,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,8,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,9,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Objective,Demand & Supply,10,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
NECO,2020,Economics,Theory,Demand & Supply,1,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",20,Moderate,Each must be clearly explained.
NECO,2020,Economics,Theory,Demand & Supply,2,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",19,Moderate,Each must be clearly explained.
NECO,2020,Economics,Theory,Demand & Supply,3,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",11,Moderate,Each must be clearly explained.
NECO,2020,Economics,Theory,Demand & Supply,4,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",13,Moderate,Each must be clearly explained.
NECO,2020,Economics,Theory,Demand & Supply,5,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",13,Moderate,Each must be clearly explained.
WAEC,2021,Mathematics,Objective,Statistics,1,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,2,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,3,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,4,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,5,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,6,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,7,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,8,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,9,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Objective,Statistics,10,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2021,Mathematics,Theory,Statistics,1,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,19,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2021,Mathematics,Theory,Statistics,2,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,12,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2021,Mathematics,Theory,Statistics,3,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,11,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2021,Mathematics,Theory,Statistics,4,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,13,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2021,Mathematics,Theory,Statistics,5,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,18,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2021,English,Objective,Vocabulary,1,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,2,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,3,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,4,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,5,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,6,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,7,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,8,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,9,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Objective,Vocabulary,10,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
WAEC,2021,English,Theory,Comprehension,1,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",14,Easy,Focus on moral and civic examples.
WAEC,2021,English,Theory,Comprehension,2,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",15,Easy,Focus on moral and civic examples.
WAEC,2021,English,Theory,Comprehension,3,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",13,Easy,Focus on moral and civic examples.
WAEC,2021,English,Theory,Comprehension,4,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",10,Easy,Focus on moral and civic examples.
WAEC,2021,English,Theory,Comprehension,5,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",19,Easy,Focus on moral and civic examples.
WAEC,2021,Biology,Objective,Human Anatomy,1,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,2,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,3,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,4,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,5,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,6,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,7,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,8,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,9,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Objective,Human Anatomy,10,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2021,Biology,Theory,Ecology,1,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,18,Easy,Light and chlorophyll are essential factors.
WAEC,2021,Biology,Theory,Ecology,2,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,10,Easy,Light and chlorophyll are essential factors.
WAEC,2021,Biology,Theory,Ecology,3,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,12,Easy,Light and chlorophyll are essential factors.
WAEC,2021,Biology,Theory,Ecology,4,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,11,Easy,Light and chlorophyll are essential factors.
WAEC,2021,Biology,Theory,Ecology,5,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,17,Easy,Light and chlorophyll are essential factors.
WAEC,2021,Biology,Practical,Genetics,1,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",17,Easy,Award marks for accuracy and labeling.
WAEC,2021,Biology,Practical,Genetics,2,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",16,Easy,Award marks for accuracy and labeling.
WAEC,2021,Biology,Practical,Genetics,3,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",17,Easy,Award marks for accuracy and labeling.
WAEC,2021,Chemistry,Objective,Physical,1,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,2,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,3,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,4,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,5,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,6,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,7,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,8,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,9,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Objective,Physical,10,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
WAEC,2021,Chemistry,Theory,Organic,1,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,10,Moderate,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2021,Chemistry,Theory,Organic,2,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,14,Moderate,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2021,Chemistry,Theory,Organic,3,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,17,Moderate,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2021,Chemistry,Theory,Organic,4,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,18,Moderate,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2021,Chemistry,Theory,Organic,5,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,11,Moderate,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2021,Chemistry,Practical,Physical,1,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,21,Hard,Award marks for correct readings and calculations.
WAEC,2021,Chemistry,Practical,Physical,2,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,23,Hard,Award marks for correct readings and calculations.
WAEC,2021,Chemistry,Practical,Physical,3,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,24,Hard,Award marks for correct readings and calculations.
WAEC,2021,Physics,Objective,Optics,1,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,2,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,3,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,4,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,5,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,6,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,7,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,8,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,9,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Objective,Optics,10,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2021,Physics,Theory,Mechanics,1,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),18,Hard,Current through conductor is directly proportional to voltage.
WAEC,2021,Physics,Theory,Mechanics,2,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),11,Hard,Current through conductor is directly proportional to voltage.
WAEC,2021,Physics,Theory,Mechanics,3,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),13,Hard,Current through conductor is directly proportional to voltage.
WAEC,2021,Physics,Theory,Mechanics,4,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),20,Hard,Current through conductor is directly proportional to voltage.
WAEC,2021,Physics,Theory,Mechanics,5,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),17,Hard,Current through conductor is directly proportional to voltage.
WAEC,2021,Physics,Practical,Electricity,1,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,25,Easy,Award marks for accuracy and graph plotting.
WAEC,2021,Physics,Practical,Electricity,2,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,18,Easy,Award marks for accuracy and graph plotting.
WAEC,2021,Physics,Practical,Electricity,3,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,21,Easy,Award marks for accuracy and graph plotting.
WAEC,2021,Economics,Objective,Microeconomics,1,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,2,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,3,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,4,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,5,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,6,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,7,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,8,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,9,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Objective,Microeconomics,10,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2021,Economics,Theory,Macroeconomics,1,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",20,Easy,Each must be clearly explained.
WAEC,2021,Economics,Theory,Macroeconomics,2,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",15,Easy,Each must be clearly explained.
WAEC,2021,Economics,Theory,Macroeconomics,3,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",16,Easy,Each must be clearly explained.
WAEC,2021,Economics,Theory,Macroeconomics,4,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",16,Easy,Each must be clearly explained.
WAEC,2021,Economics,Theory,Macroeconomics,5,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",12,Easy,Each must be clearly explained.
NECO,2021,Mathematics,Objective,Geometry,1,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,2,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,3,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,4,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,5,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,6,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,7,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,8,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,9,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Objective,Geometry,10,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
NECO,2021,Mathematics,Theory,Statistics,1,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,15,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2021,Mathematics,Theory,Statistics,2,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,18,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2021,Mathematics,Theory,Statistics,3,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,10,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2021,Mathematics,Theory,Statistics,4,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,17,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2021,Mathematics,Theory,Statistics,5,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,19,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2021,English,Objective,Vocabulary,1,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,2,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,3,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,4,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,5,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,6,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,7,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,8,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,9,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Objective,Vocabulary,10,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Easy,‘He’ takes singular verb ‘goes’.
NECO,2021,English,Theory,Comprehension,1,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",15,Easy,Focus on moral and civic examples.
NECO,2021,English,Theory,Comprehension,2,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",10,Easy,Focus on moral and civic examples.
NECO,2021,English,Theory,Comprehension,3,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",14,Easy,Focus on moral and civic examples.
NECO,2021,English,Theory,Comprehension,4,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",20,Easy,Focus on moral and civic examples.
NECO,2021,English,Theory,Comprehension,5,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",18,Easy,Focus on moral and civic examples.
NECO,2021,Biology,Objective,Human Anatomy,1,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,2,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,3,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,4,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,5,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,6,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,7,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,8,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,9,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
NECO,2021,Biology,Objective,Human Anatomy,10,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
